source	target
NR2F2	ZNF433
NR2F2	ZBTB40
NR2F2	TOX2
NR2F2	PAX6
NR2F2	CIZ1
NR2F2	BCL6
NR2F2	JDP2
NR2F2	ZNF692
NR2F2	KIAA1683
NR2F2	ZNF576
NR2F2	NFE2L2
NR2F2	PLEKHA4
NR2F2	FLI1
NR2F2	DZIP1L
NR2F2	LARP4
NR2F2	ZNF607
NR2F2	ZNF764
NR2F2	ZNF408
NR2F2	SP110
NR2F2	ZFP91
NR2F2	ZNF513
NR2F2	MTA1
NR2F2	PITX2
NR2F2	KLF9
NR2F2	EHF
NR2F2	ESR2
NR2F2	FOXP1
NR2F2	ARNTL2
NR2F2	ATF2
NR2F2	SP6
NR2F2	CREB3L3
NR2F2	HIVEP1
NR2F2	ID2
NR2F2	NR2E1
NR2F2	SMARCA5
NR2F2	FOXD2
NR2F2	FOXK2
NR2F2	TBX19
NR2F2	LYL1
NR2F2	IRF9
NR2F2	SRCAP
NR2F2	ZNF19
NR2F2	DPF3
NR2F2	ZNF423
NR2F2	ZNF385A
NR2F2	RNF125
NR2F2	SSH3
NR2F2	EXOC2
NR2F2	ZNF512B
NR2F2	NR2F2
NR2F2	ZNF69
NR2F2	ZNF747
NR2F2	ZNF385D
NR2F2	LHX4
NR2F2	ADAMTS19
NR2F2	ZNF296
NR2F2	TGIF1
NR2F2	SNAI3
NR2F2	POGZ
NR2F2	PAX2
NR2F2	SOX9
NR2F2	XPA
NR2F2	HNF1A
NR2F2	GRM6
NR2F2	RARG
NR2F2	ZNF280D
NR2F2	BRPF1
NR2F2	RREB1
NR2F2	ZNF740
NR2F2	ZNF37A
NR2F2	ZNF484
NR2F2	PRDM2
NR2F2	DSP
NR2F2	ZNF780A
NR2F2	ZMAT1
NR2F2	ZSCAN23
NR2F2	TSC22D3
NR2F2	SP3
NR2F2	ZNF805
NR2F2	MINK1
NR2F2	U2AF1
NR2F2	AHDC1
NR2F2	ZNF16
NR2F2	ZNF181
NR2F2	ARNTL
NR2F2	ZNF451
NR2F2	RUNX3
NR2F2	KLF10
NR2F2	NR2C1
NR2F2	BOLA3
NR2F2	CREBZF
NR2F2	MEOX1
NR2F2	PRDM15
NR2F2	HEY1
NR2F2	ZNF565
NR2F2	DEPDC7
NR2F2	ZNF586
NR2F2	MIER1
NR2F2	NKX2-1
NR2F2	CASZ1
NR2F2	TAX1BP1
NR2F2	MYBL1
NR2F2	MGA
NR2F2	ZGPAT
NR2F2	GPR123
NR2F2	ZBTB21
NR2F2	ZBTB34
NR2F2	ZNF239
NR2F2	ZNF219
NR2F2	EBF4
NR2F2	MECP2
NR2F2	ELF3
NR2F2	FOXP3
NR2F2	TP63
NR2F2	TP53
NR2F2	DNAJC2
NR2F2	NR1H3
NR2F2	MEF2A
NR2F2	ESRRG
NR2F2	RBM20
NR2F2	NOTO
NR2F2	ZNF213
NR2F2	NFIA
NR2F2	ZNF577
NR2F2	HMBOX1
NR2F2	TCF3
NR2F2	RCOR3
NR2F2	ZNF841
NR2F2	HES6
NR2F2	MXD3
NR2F2	PHB2
NR2F2	SKIL
NR2F2	RELA
NR2F2	RARA
NR2F2	SOX6
NR2F2	ZNF414
NR2F2	EWSR1
NR2F2	ZNF580
NR2F2	THAP4
NR2F2	KIAA1549
NR2F2	ZNF268
NR2F2	LCORL
NR2F2	RBM6
NR2F2	LCOR
NR2F2	FOXO4
NR2F2	ZBED1
NR2F2	PPARD
NR2F2	NKRF
NR2F2	LMX1A
NR2F2	NCOA3
NR2F2	LMX1B
NR2F2	KLF11
NR2F2	ZNF454
NR2F2	MYNN
NR2F2	BACH1
NR2F2	TCF24
NR2F2	MATR3
NR2F2	ZNF783
NR2F2	CAMTA1
NR2F2	MLL
NR2F2	WT1
NR2F2	CUL2
NR2F2	FOXJ3
NR2F2	COPS3
NR2F2	ZNF549
NR2F2	ZSCAN9
NR2F2	PGR
NR2F2	ZNF670
NR2F2	ZNF664
NR2F2	RBAK
NR2F2	ZNF385C
NR2F2	FOXM1
NR2F2	IRX5
NR2F2	E2F8
NR2F2	RXRG
NR2F2	NFATC2
NR2F2	NFKB2
NR2F2	ETV4
NR2F2	JRKL
NR2F2	ZNF248
NR2F2	ZFP41
NR2F2	MEF2D
NR2F2	IKZF5
NR2F2	TFEB
NR2F2	EPAS1
NR2F2	HIF1A
NR2F2	ATF4
NR2F2	FOXO1
NR2F2	HMGA1
NR2F2	ID1
NR2F2	INSM1
NR2F2	JUNB
NR2F2	MGMT
NR2F2	NFYA
NR2F2	NPAS1
NR2F2	NPAS2
NR2F2	PBX2
NR2F2	REL
NR2F2	RFX1
NR2F2	RFX3
NR2F2	SMARCA1
NR2F2	SRF
NR2F2	NFE2L1
NR2F2	TFAP2C
NR2F2	TUB
NR2F2	USF2
NR2F2	YY1
NR2F2	ZFP36
NR2F2	ZNF7
NR2F2	ZNF264
NR2F2	ZNF35
NR2F2	ZNF76
NR2F2	ZNF136
NR2F2	ZKSCAN1
NR2F2	ZNF282
NR2F2	CUL1
NR2F2	MBD3
NR2F2	MBD2
NR2F2	IRF7
NR2F2	KLF4
NR2F2	DVL1
NR2F2	ESRRA
NR2F2	HOXB7
NR2F2	HAND1
NR2F2	CEBPB
NR2F2	FOXN3
NR2F2	NR2F6
NR2F2	GATA6
NR2F2	H1F0
NR2F2	HIST1H1B
NR2F2	HMGB3
NR2F2	EOMES
NR2F2	MAFB
NR2F2	SOX3
NR2F2	SOX13
NR2F2	ZNF263
NR2F2	PLXNC1
NR2F2	TSHZ1
NR2F2	AFF1
NR2F2	MTF1
NR2F2	TBX2
NR2F2	MRPL28
NR2F2	ERF
NR2F2	HIC1
NR2F2	TFE3
NR2F2	NCOA2
NR2F2	HIVEP2
NR2F2	SOX10
NR2F2	SOX12
NR2F2	ZNF12
NR2F2	ZNF24
NR2F2	ZBTB25
NR2F2	RNF113A
NR2F2	RAPGEF4
NR2F2	SOX21
NR2F2	USF1
NR2F2	VEZF1
NR2F2	DUSP12
NR2F2	ZNF281
NR2F2	TBX21
NR2F2	RAX
NR2F2	BAZ2A
NR2F2	KLF15
NR2F2	ZBTB44
NR2F2	ETV2
NR2F2	POU2F3
NR2F2	VENTX
NR2F2	TFCP2L1
NR2F2	ZNF354C
NR2F2	ZNF592
NR2F2	ZNF432
NR2F2	DHX34
NR2F2	ARNT2
NR2F2	HELZ
NR2F2	TCF25
NR2F2	RCOR1
NR2F2	ATMIN
NR2F2	CUX2
NR2F2	SUZ12
NR2F2	AHCTF1
NR2F2	ZNF777
NR2F2	RBPJ
NR2F2	ZFR
NR2F2	IKZF2
NR2F2	ZNF274
NR2F2	CHRAC1
NR2F2	POGK
NR2F2	MIER2
NR2F2	BNC2
NR2F2	GATAD2A
NR2F2	ZNF446
NR2F2	ZNF358
NR2F2	HMG20A
NR2F2	ZNF839
NR2F2	ZKSCAN4
NR2F2	MNT
NR2F2	ZNF304
NR2F2	PRR12
NR2F2	UBR4
NR2F2	CRAMP1L
NR2F2	ZFP28
NR2F2	ZNF687
NR2F2	HOMEZ
NR2F2	TSHZ3
NR2F2	ZBTB2
NR2F2	ZNF529
NR2F2	ZNF8
NR2F2	GRHL3
NR2F2	WIZ
NR2F2	FOXA2
NR2F2	SOX17
NR2F2	HIF3A
NR2F2	HOXC8
NR2F2	ZNF574
NR2F2	RFX7
NR2F2	BCL11B
NR2F2	ZNF426
NR2F2	IRX1
NR2F2	THAP9
NR2F2	ZNF665
NR2F2	ZNF606
NR2F2	ZNF436
NR2F2	ZNF442
NR2F2	DMRTA2
NR2F2	PLXNA1
NR2F2	MAFG
NR2F2	SSH2
NR2F2	PRDM7
NR2F2	ZNF518B
NR2F2	GATA5
NR2F2	ZNF431
NR2F2	ZNF384
NR2F2	ZNF675
NR2F2	ZNF845
NR2F2	ZNF837
NR2F2	ZC3H18
NR2F2	ZSCAN20
NR2F2	ZNF563
NR2F2	ZNF627
NR2F2	TIGD3
NR2F2	ZNF396
NR2F2	ZNF23
NR2F2	DEPDC4
NR2F2	ZNF441
NR2F2	ZNF362
NR2F2	ZNF585A
NR2F2	ZNF367
NR2F2	ZFPM1
NR2F2	ZNF57
NR2F2	ZNF660
NR2F2	OLIG3
NR2F2	SIX5
NR2F2	FAM171B
NR2F2	ZNF827
NR2F2	CUX1
NR2F2	ZNF714
NR2F2	ZNF677
NR2F2	GRHL1
NR2F2	ZFP69
NR2F2	LENG9
NR2F2	ZNF763
NR2F2	ZNF697
NR2F2	PRDM8
NR2F2	ZNF195
NR2F2	NFE2
NR2F2	BBX
NR2F2	TCF7L2
NR2F2	ZNF430
NR2F2	TRIM3
NR2F2	ZNF211
NR2F2	ZNF551
NR2F2	PPP1R10
NR2F2	SP2
NR2F2	ZNF134
NR2F2	CREB5
NR2F2	NHLH1
NR2F2	TBX10
NR2F2	CREB3
NR2F2	NR1D1
NR2F2	ARID2
NR2F2	SREBF1
NR2F2	ZNF835
NR2F2	ZSCAN2
NR2F2	AR
NR2F2	ZNF174
NR2F2	HSF4
NR2F2	UBTF
NR2F2	TRIM32
NR2F2	RC3H2
NR2F2	ZNF142
NR2F2	ZNF222
NR2F2	HES4
NR2F2	ZBTB20
NR2F2	ZNF641
NR2F2	ZNF548
NR2F2	ZNF555
NR2F2	THRA
NR2F2	CREB3L4
NR2F2	ZNF43
NR2F2	MZF1
NR2F2	KLF7
NR2F2	MKRN2
NR2F2	ZNF700
NR2F2	FOXJ1
NR2F2	NR4A1
NR2F2	POU3F1
NR2F2	EEA1
NR2F2	HIST1H1E
NR2F2	ZNF17
NR2F2	PRDM4
NR2F2	ZNF215
NR2F2	PREB
NR2F2	REPIN1
NR2F2	SIX2
NR2F2	RBM27
NR2F2	ZNF530
NR2F2	DMRTA1
NR2F2	ZNF672
NR2F2	THAP2
NR2F2	KLF16
NR2F2	ZNF496
NR2F2	FIZ1
NR2F2	ZNF658
NR2F2	ZNF570
NR2F2	ZNF585B
NR2F2	ZNF524
NR2F2	ZNF584
NR2F2	ZNF547
NR2F2	BCL6B
NR2F2	ZC3H6
NR2F2	E2F7
NR6A1	MITF
NR6A1	RARA
NR6A1	ZNF174
NR6A1	FOXK1
NR6A1	TOX2
NR6A1	ZNF30
NR6A1	REPIN1
NR6A1	ZNF720
NR6A1	DACH2
NR6A1	NFYC
NR6A1	ZNF529
NR6A1	PLXNB3
NR6A1	ZBTB20
NR6A1	AFF1
NR6A1	ZEB1
NR6A1	NFIB
NR6A1	GABPA
NR6A1	TCF4
NR6A1	ZNF382
NR6A1	ETV4
NR6A1	JUN
NR6A1	SSRP1
NR6A1	ZNF132
NR6A1	DVL2
NR6A1	ESRRA
NR6A1	FARSA
NR6A1	ZKSCAN8
NR6A1	ZNF208
NR6A1	HOXC4
NR6A1	ZNF510
NR6A1	ZNF423
NR6A1	CUX2
NR6A1	ZSCAN32
NR6A1	BCL11A
NR6A1	ZNF395
NR6A1	ZNF287
NR6A1	BCL11B
NR6A1	ZNF527
NR6A1	ZNF684
NR6A1	FOXA2
NR6A1	TGIF1
NR6A1	ZNF598
NRF1	XPA
NRF1	RARG
NRF1	SMAD5
NRF1	PPARA
NRF1	ZNF787
NRF1	GPATCH8
NRF1	ZNF835
NRF1	ZNF473
NRF1	ZNF483
NRF1	CSDE1
NRF1	THAP7
NRF1	PCGF6
NRF1	ZNF260
NRF1	ZNF638
NRF1	ZNF2
NRF1	MINK1
NRF1	U2AF1
NRF1	NR2C1
NRF1	MYCL1
NRF1	ZNF674
NRF1	U2AF1L4
NRF1	ZXDC
NRF1	HSF4
NRF1	TFAP2A
NRF1	ZNF565
NRF1	MAZ
NRF1	NCOR2
NRF1	BCLAF1
NRF1	NFKB2
NRF1	TCF19
NRF1	MIER1
NRF1	XBP1
NRF1	CASZ1
NRF1	ZNF331
NRF1	MYBL1
NRF1	MGA
NRF1	PLAGL1
NRF1	CPSF4
NRF1	ZBTB21
NRF1	ZNF30
NRF1	ZNF146
NRF1	TRIM32
NRF1	ZNF554
NRF1	ZNF83
NRF1	UBE2K
NRF1	AEBP2
NRF1	SMAD9
NRF1	ZNF84
NRF1	SALL1
NRF1	ZNF717
NRF1	MYB
NRF1	THAP5
NRF1	ZNF286A
NRF1	MEF2A
NRF1	RBM20
NRF1	ZSCAN31
NRF1	ZBTB43
NRF1	ZNF692
NRF1	ZNF415
NRF1	EGR2
NRF1	DACH2
NRF1	MXD3
NRF1	ZNF438
NRF1	ZNF566
NRF1	ZNF576
NRF1	ZNF652
NRF1	NR1D2
NRF1	ZSCAN18
NRF1	ZNF529
NRF1	RIOK2
NRF1	ZNF583
NRF1	ZC3H14
NRF1	SSH1
NRF1	DUS3L
NRF1	EWSR1
NRF1	ZBTB24
NRF1	ZNF605
NRF1	MNX1
NRF1	AFF1
NRF1	FOXO4
NRF1	ZNF347
NRF1	ZNF607
NRF1	ZNF573
NRF1	ZNF454
NRF1	ATF5
NRF1	MATR3
NRF1	DDIT3
NRF1	ZFP91
NRF1	IRF3
NRF1	GABPA
NRF1	POU2F1
NRF1	ZNF559
NRF1	MBD1
NRF1	ZNF664
NRF1	RBAK
NRF1	RBM10
NRF1	ZNF790
NRF1	ZBTB17
NRF1	E2F3
NRF1	TCF4
NRF1	CDC5L
NRF1	ZNF444
NRF1	ZNF26
NRF1	ETS2
NRF1	ZNF74
NRF1	ZNF382
NRF1	LARP7
NRF1	CREM
NRF1	ZNF248
NRF1	CLOCK
NRF1	RXRB
NRF1	ZNF334
NRF1	ZNF551
NRF1	MAX
NRF1	ZFP41
NRF1	EZH1
NRF1	GABPB1
NRF1	GTF2E2
NRF1	GTF2F1
NRF1	GTF3A
NRF1	MAFG
NRF1	NFYA
NRF1	NPAS1
NRF1	PPP1R10
NRF1	SMARCC1
NRF1	SSRP1
NRF1	TEF
NRF1	USF2
NRF1	SMARCA5
NRF1	EDF1
NRF1	MBD3
NRF1	GTF2F2
NRF1	DVL1
NRF1	DVL2
NRF1	OVOL1
NRF1	SREBF2
NRF1	TCF15
NRF1	PRKRIR
NRF1	GCM2
NRF1	ZRSR2
NRF1	SMAD4
NRF1	HSF1
NRF1	FARSB
NRF1	ZNF263
NRF1	AKAP8
NRF1	MXI1
NRF1	BPNT1
NRF1	DPF2
NRF1	TFE3
NRF1	YEATS4
NRF1	SRCAP
NRF1	ZNF33A
NRF1	ZNF33B
NRF1	ZNF12
NRF1	TFDP1
NRF1	ZNF41
NRF1	ZNF81
NRF1	SF3A2
NRF1	RAPGEF5
NRF1	KIN
NRF1	GMEB2
NRF1	PRDM4
NRF1	EIF3K
NRF1	PPP2R3B
NRF1	ZNF215
NRF1	ZNF180
NRF1	ANAPC2
NRF1	PREB
NRF1	ZNF770
NRF1	ZBTB44
NRF1	PATZ1
NRF1	ZNF324
NRF1	VENTX
NRF1	DHX34
NRF1	ZNF646
NRF1	ZBTB5
NRF1	ZFP30
NRF1	ZNF510
NRF1	TCF25
NRF1	HIC2
NRF1	ZC3H3
NRF1	CIC
NRF1	ZNF10
NRF1	ZZZ3
NRF1	RBPJ
NRF1	ZFR
NRF1	CHRAC1
NRF1	TRIT1
NRF1	YEATS2
NRF1	LARP6
NRF1	ASH1L
NRF1	ZNF395
NRF1	POLE4
NRF1	PRDM9
NRF1	THAP11
NRF1	ZNF287
NRF1	ZNF512B
NRF1	ZNF624
NRF1	ZNF471
NRF1	ZFP28
NRF1	ZBTB4
NRF1	ZFP14
NRF1	ZNF71
NRF1	NR1D1
NRF1	ZNF711
NRF1	ZNF667
NRF1	RBM26
NRF1	ZFYVE20
NRF1	ZMAT3
NRF1	ZNF574
NRF1	ZFP69B
NRF1	ZNF329
NRF1	ZNF668
NRF1	CBLL1
NRF1	KLF16
NRF1	ZC3H8
NRF1	FIZ1
NRF1	TIGD5
NRF1	ZNF658
NRF1	SSH2
NRF1	ZNF518B
NRF1	ZNF526
NRF1	ZFP90
NRF1	ZFP82
NRF1	PPARG
NRF1	ZNF653
NRF1	ZC3H18
NRF1	ZNF420
NRF1	ZNF570
NRF1	ZNF25
NRF1	TIGD2
NRF1	ZNF385B
NRF1	ZNF524
NRF1	ZNF461
NRF1	ZFP1
NRF1	ZFPM1
NRF1	MLX
NRF1	NFATC1
NRF1	SIX5
NRF1	FAM171B
NRF1	TFAP2E
NRF1	ZNF445
NRF1	ZBTB12
NRF1	ZNF428
NRF1	SP8
NRF1	ZBTB41
NRF1	E2F6
NRF1	YY2
NRF1	ZNF580
ONECUT2	ZNF451
ONECUT2	ETV4
ONECUT2	NHLH2
ONECUT2	NFAT5
ONECUT2	ZEB1
ONECUT2	BBX
ONECUT2	SORBS2
ONECUT2	ETV1
ONECUT2	ZNF347
ONECUT2	HDX
ONECUT2	NFIB
ONECUT2	SOX5
ONECUT2	ZIC3
ONECUT2	ZNF345
ONECUT2	HNF4G
ONECUT2	MRPL28
ONECUT2	ZNF12
ONECUT2	POGK
ONECUT2	MNT
ONECUT2	HOXA3
ONECUT2	ARID5B
ONECUT2	ZNF618
ONECUT2	ZNF776
ONECUT2	ZNF827
PATZ1	CD36
PATZ1	PAX2
PATZ1	PITX2
PATZ1	VDR
PATZ1	RFX5
PATZ1	HNF1B
PATZ1	TWIST1
PATZ1	NR0B1
PATZ1	TP53
PATZ1	CRX
PATZ1	GRM6
PATZ1	RARG
PATZ1	ZNF429
PATZ1	ZNF425
PATZ1	ZNF782
PATZ1	PPARA
PATZ1	ZNF787
PATZ1	ZNF280D
PATZ1	BRPF1
PATZ1	RREB1
PATZ1	ZNF774
PATZ1	LIN28B
PATZ1	SREBF1
PATZ1	ZSCAN2
PATZ1	MXI1
PATZ1	THAP7
PATZ1	DSP
PATZ1	LBX2
PATZ1	ZCCHC11
PATZ1	KIAA2018
PATZ1	ZNF655
PATZ1	ZNF766
PATZ1	ZIK1
PATZ1	AR
PATZ1	ZMAT1
PATZ1	DNAJC21
PATZ1	FOXP1
PATZ1	ZNF260
PATZ1	ZNF107
PATZ1	TSC22D3
PATZ1	SP3
PATZ1	ZBTB16
PATZ1	ZNF805
PATZ1	RARA
PATZ1	MINK1
PATZ1	AHDC1
PATZ1	ZNF16
PATZ1	RUNX3
PATZ1	KLF10
PATZ1	ZNF174
PATZ1	GPR155
PATZ1	BOLA3
PATZ1	UNKL
PATZ1	FOXK1
PATZ1	ZNF384
PATZ1	PRDM15
PATZ1	ATF3
PATZ1	ZNF596
PATZ1	TFAP2A
PATZ1	ZNF205
PATZ1	CARHSP1
PATZ1	MAZ
PATZ1	UBTF
PATZ1	NCOR2
PATZ1	ZNF586
PATZ1	PRR3
PATZ1	MIER1
PATZ1	NKX2-1
PATZ1	CASZ1
PATZ1	CUL4B
PATZ1	ZNF331
PATZ1	ZNF629
PATZ1	ZNF697
PATZ1	ZNF823
PATZ1	MGA
PATZ1	ZNF799
PATZ1	CPSF4
PATZ1	ZNF623
PATZ1	ZGPAT
PATZ1	E2F5
PATZ1	FOXN3
PATZ1	MYSM1
PATZ1	HIC1
PATZ1	TOX2
PATZ1	ZNF239
PATZ1	PRDM8
PATZ1	TRIM32
PATZ1	REPIN1
PATZ1	RC3H2
PATZ1	PHF21A
PATZ1	PLXNA4
PATZ1	ZNF250
PATZ1	EBF4
PATZ1	MECP2
PATZ1	ADAR
PATZ1	UBE2K
PATZ1	NFAT5
PATZ1	ZNF276
PATZ1	ELK1
PATZ1	FOSB
PATZ1	AEBP2
PATZ1	FOXP3
PATZ1	PLAG1
PATZ1	SMAD9
PATZ1	PAX6
PATZ1	ZEB1
PATZ1	ZBTB4
PATZ1	ZNF680
PATZ1	ZNF562
PATZ1	PLXNB1
PATZ1	NR1H3
PATZ1	SETBP1
PATZ1	ZNF720
PATZ1	ZNF385A
PATZ1	CIZ1
PATZ1	IRX2
PATZ1	NFIA
PATZ1	DEK
PATZ1	PBX3
PATZ1	JDP2
PATZ1	DPF1
PATZ1	PAX7
PATZ1	PRDM2
PATZ1	HMBOX1
PATZ1	NFATC4
PATZ1	NFE2
PATZ1	ZNF415
PATZ1	EGR2
PATZ1	RCOR3
PATZ1	CASP8AP2
PATZ1	DACH2
PATZ1	ZNF771
PATZ1	DMTF1
PATZ1	HES4
PATZ1	ZNF669
PATZ1	NFYC
PATZ1	MXD3
PATZ1	ZNF438
PATZ1	ZBTB14
PATZ1	NFRKB
PATZ1	SKIL
PATZ1	MKRN1
PATZ1	RELA
PATZ1	NR2F2
PATZ1	PRMT3
PATZ1	ZFY
PATZ1	ETV3
PATZ1	ZBTB22
PATZ1	ZNF576
PATZ1	ZNF652
PATZ1	NFE2L2
PATZ1	GATA2
PATZ1	TCF7L2
PATZ1	GLI1
PATZ1	PLEKHA4
PATZ1	MAFF
PATZ1	ETS1
PATZ1	PLXNB3
PATZ1	EWSR1
PATZ1	SHOX2
PATZ1	RAD51
PATZ1	ZBTB24
PATZ1	ZNF135
PATZ1	KIAA1549
PATZ1	NPAS3
PATZ1	TFEB
PATZ1	LCOR
PATZ1	FOXO4
PATZ1	ZBED1
PATZ1	PPARD
PATZ1	ZNF540
PATZ1	SATB2
PATZ1	ZFP62
PATZ1	ZNF668
PATZ1	ZNF430
PATZ1	ZNF607
PATZ1	ZNF641
PATZ1	TFCP2
PATZ1	ZFAT
PATZ1	SLC4A10
PATZ1	STAT6
PATZ1	ZFX
PATZ1	ZBTB33
PATZ1	SP110
PATZ1	NKX3-2
PATZ1	THRA
PATZ1	REST
PATZ1	ATF5
PATZ1	POGZ
PATZ1	MATR3
PATZ1	ZNF783
PATZ1	SATB1
PATZ1	CAMTA1
PATZ1	MLL
PATZ1	IRF3
PATZ1	CUL2
PATZ1	POU2F1
PATZ1	FOXJ3
PATZ1	COPS3
PATZ1	TGIF2
PATZ1	OTX1
PATZ1	ZNF513
PATZ1	NR4A1
PATZ1	ZNF559
PATZ1	MXD1
PATZ1	EZH2
PATZ1	MTA1
PATZ1	TP73
PATZ1	ZNF695
PATZ1	ZNF664
PATZ1	RBM10
PATZ1	POU2F2
PATZ1	IKZF1
PATZ1	ZKSCAN3
PATZ1	E2F3
PATZ1	FOXM1
PATZ1	ESRRG
PATZ1	STAT4
PATZ1	SPIB
PATZ1	HBP1
PATZ1	POU2F3
PATZ1	NFIC
PATZ1	TRIM3
PATZ1	SP1
PATZ1	IRX5
PATZ1	ZBTB7B
PATZ1	ZNF444
PATZ1	ATF2
PATZ1	NKX3-1
PATZ1	E2F8
PATZ1	ZNF74
PATZ1	TEAD2
PATZ1	CUL3
PATZ1	SP6
PATZ1	NFATC2
PATZ1	ZNF155
PATZ1	NFKB2
PATZ1	SOX5
PATZ1	ETV4
PATZ1	JRKL
PATZ1	ZNF267
PATZ1	ZNF248
PATZ1	CHD1
PATZ1	OTX2
PATZ1	PROX1
PATZ1	KLF7
PATZ1	NFIX
PATZ1	MAX
PATZ1	ZNF423
PATZ1	ZNF700
PATZ1	FOXJ1
PATZ1	HIF1A
PATZ1	AHR
PATZ1	EGR1
PATZ1	EVX1
PATZ1	EZH1
PATZ1	FOXO1
PATZ1	GTF2E2
PATZ1	HMGB1
PATZ1	HMGA1
PATZ1	HOXB2
PATZ1	HOXB5
PATZ1	FOXN2
PATZ1	ID3
PATZ1	INSM1
PATZ1	IRF1
PATZ1	JUNB
PATZ1	MYBL2
PATZ1	NFX1
PATZ1	NFYA
PATZ1	NPAS1
PATZ1	NPAS2
PATZ1	PAWR
PATZ1	PBX2
PATZ1	PLAGL2
PATZ1	POU6F1
PATZ1	PPP1R10
PATZ1	REL
PATZ1	RFX1
PATZ1	SALL1
PATZ1	SMARCA1
PATZ1	SMARCC1
PATZ1	SMARCE1
PATZ1	SOX11
PATZ1	SP2
PATZ1	SP4
PATZ1	SSRP1
PATZ1	STAT5A
PATZ1	TCF3
PATZ1	NFE2L1
PATZ1	TCF12
PATZ1	TEAD4
PATZ1	TGIF1
PATZ1	YY1
PATZ1	ZNF7
PATZ1	ZNF76
PATZ1	ZNF131
PATZ1	ZKSCAN1
PATZ1	ZNF189
PATZ1	EEA1
PATZ1	CUL1
PATZ1	E2F2
PATZ1	KLF4
PATZ1	RUNX2
PATZ1	CEBPA
PATZ1	DACH1
PATZ1	DVL3
PATZ1	ESRRA
PATZ1	FOXA1
PATZ1	HOXB7
PATZ1	MLLT3
PATZ1	NFATC3
PATZ1	YBX1
PATZ1	OVOL1
PATZ1	PKNOX1
PATZ1	TCF15
PATZ1	MTA2
PATZ1	LHX2
PATZ1	CLOCK
PATZ1	PITX3
PATZ1	MSC
PATZ1	CBX2
PATZ1	CEBPB
PATZ1	DLX5
PATZ1	DLX6
PATZ1	ARID3A
PATZ1	ELK3
PATZ1	GATA6
PATZ1	H1F0
PATZ1	HIST1H1C
PATZ1	SMAD4
PATZ1	MYCN
PATZ1	SIX3
PATZ1	HMX2
PATZ1	HOXA1
PATZ1	HES1
PATZ1	HSF1
PATZ1	LHX1
PATZ1	LYL1
PATZ1	SOX3
PATZ1	ZNF354A
PATZ1	SOX13
PATZ1	FARSB
PATZ1	ZNF263
PATZ1	RBM5
PATZ1	TSHZ1
PATZ1	ZNF443
PATZ1	AKAP8
PATZ1	MEF2D
PATZ1	MTF1
PATZ1	TBX2
PATZ1	H1FX
PATZ1	NEUROD2
PATZ1	PAX9
PATZ1	ZKSCAN8
PATZ1	HMG20B
PATZ1	MRPL28
PATZ1	DRAP1
PATZ1	ERF
PATZ1	NCOA2
PATZ1	PPP1R13L
PATZ1	HIVEP2
PATZ1	ZFP36L2
PATZ1	SOX10
PATZ1	ZNF33A
PATZ1	ZNF33B
PATZ1	ZNF24
PATZ1	ZBTB25
PATZ1	ALX1
PATZ1	SOX30
PATZ1	RAPGEF4
PATZ1	DMC1
PATZ1	SOX21
PATZ1	ZNF41
PATZ1	ZNF79
PATZ1	ZNF81
PATZ1	ZNF184
PATZ1	KLF12
PATZ1	ZFPM2
PATZ1	HEY2
PATZ1	ZNF346
PATZ1	STAT5B
PATZ1	MYRF
PATZ1	ANAPC2
PATZ1	RAX
PATZ1	BAZ2A
PATZ1	KLF15
PATZ1	TRPS1
PATZ1	PATZ1
PATZ1	ZNF318
PATZ1	AFF4
PATZ1	VENTX
PATZ1	ZNF544
PATZ1	ZKSCAN5
PATZ1	SOX8
PATZ1	ZNF592
PATZ1	ST18
PATZ1	ZNF646
PATZ1	TOX
PATZ1	ZC3H11A
PATZ1	HELZ
PATZ1	ADNP2
PATZ1	MLXIP
PATZ1	ZHX2
PATZ1	ZNF365
PATZ1	ZNF292
PATZ1	PDS5B
PATZ1	ZC3H13
PATZ1	HIC2
PATZ1	ZC3H3
PATZ1	ADNP
PATZ1	ZFYVE26
PATZ1	ZNF521
PATZ1	ZZZ3
PATZ1	ZNF337
PATZ1	ZNF777
PATZ1	ZBTB7A
PATZ1	KLF13
PATZ1	ZFR
PATZ1	IKZF2
PATZ1	ZNF639
PATZ1	PLEK2
PATZ1	ZNF571
PATZ1	SIX2
PATZ1	POGK
PATZ1	BNC2
PATZ1	GATAD2A
PATZ1	ZNF280C
PATZ1	ZSCAN32
PATZ1	SSH3
PATZ1	ZNF416
PATZ1	ZNF446
PATZ1	YEATS2
PATZ1	ZNF358
PATZ1	HMG20A
PATZ1	PBRM1
PATZ1	SOX18
PATZ1	YOD1
PATZ1	ZNF395
PATZ1	BATF3
PATZ1	HES2
PATZ1	SLC2A4RG
PATZ1	KCMF1
PATZ1	PRDM9
PATZ1	PRDM10
PATZ1	MNT
PATZ1	GATAD2B
PATZ1	ZNF512B
PATZ1	PRR12
PATZ1	ZNF608
PATZ1	ZNF398
PATZ1	ZNF319
PATZ1	ZNF687
PATZ1	TSHZ3
PATZ1	ZBTB2
PATZ1	ZBTB26
PATZ1	ZNF529
PATZ1	ZNF8
PATZ1	OVOL2
PATZ1	ZNF462
PATZ1	FOXA2
PATZ1	ZNF69
PATZ1	HLX
