source	target
CBFB	ZNF398
JUND	MET
JUND	GATA3
JUND	ISX
JUND	LBX2
JUND	ZNF260
JUND	ZNF550
JUND	GPR123
JUND	ZNF239
JUND	ZNF771
JUND	ETS1
JUND	RELA
JUND	KIAA1683
JUND	EWSR1
JUND	FLI1
JUND	SATB2
JUND	BACH1
JUND	UNKL
JUND	REST
JUND	DDIT3
JUND	CAMTA1
JUND	ZNF233
JUND	TCF4
JUND	PSMD11
JUND	EN2
JUND	PSMD12
JUND	MLL2
JUND	MBD2
JUND	ZNF235
JUND	KLF4
JUND	ESRRA
JUND	FOXL1
JUND	FOSL1
JUND	TFE3
JUND	ZNF217
JUND	SF3A2
JUND	STAT5B
JUND	TFCP2L1
JUND	ZNF3
JUND	LARP6
JUND	PRDM10
JUND	ZNF574
JUND	ZNF441
JUND	TGIF1
JUND	ZNF546
JUND	CREM
JUND	ZNF227
JUND	TSC22D3
JUND	E2F6
JUND	GLI3
JUND	MITF
JUND	RARG
JUND	ESR2
JUND	NFAT5
JUND	ELF4
JUND	NFIA
JUND	ETS2
JUND	CREB3
JUND	ZNF335
JUND	ADAMTS19
JUND	CD36
JUND	ZBTB7C
JUND	SP100
JUND	ZBTB40
JUND	TOX2
JUND	BCL6
JUND	OSR2
JUND	ZNF668
JUND	STAT6
JUND	IRF4
JUND	ZNF26
JUND	RUNX1
JUND	FOXA1
JUND	TERF2
JUND	ZBTB44
JUND	ZNF516
JUND	ZNF646
JUND	HNF4A
JUND	PGR
JUND	ZNF676
JUND	WDHD1
JUND	ZNF613
JUND	KLF10
JUND	UNK
JUND	ZNF385B
JUND	HSF2
JUND	SORBS2
JUND	ATF5
JUND	TIGD6
JUND	SP6
JUND	NFKB2
JUND	ETV4
JUND	GABPB1
JUND	ZKSCAN1
JUND	PPARG
JUND	EXOC2
JUND	YOD1
JUND	ZNF597
JUND	THAP8
JUND	ZFPM1
JUND	NPAS3
JUND	DZIP1L
JUND	NFIC
JUND	E2F3
JUND	ZNF76
JUND	CUL1
JUND	HIST1H1A
JUND	ZBTB25
JUND	ZNF41
JUND	ZXDB
JUND	IKZF2
JUND	ZFP69B
JUND	ZSCAN5A
JUND	SOX9
JUND	UBE2K
JUND	EGR2
JUND	ZNF138
JUND	ZFP91
JUND	MGMT
JUND	ZNF92
JUND	RLF
JUND	BAZ2A
JUND	MAFG
JUND	ZNF18
JUND	ZNF222
JUND	NFATC4
JUND	NFE2
JUND	MXD3
JUND	RBPJ
JUND	HES1
JUND	RBM27
LEF1	SP5
LEF1	ZMAT1
LEF1	AFF3
LEF1	NHLH2
LEF1	ZNF577
LEF1	ZMAT4
LEF1	CSDA
LEF1	MYNN
LEF1	NFIB
LEF1	OTX1
LEF1	E2F3
LEF1	ARID5B
LEF1	TEAD2
LEF1	ZNF155
LEF1	KLF7
LEF1	NFYA
LEF1	ZKSCAN1
LEF1	FOXH1
LEF1	DACH1
LEF1	MAFB
LEF1	ZKSCAN5
LEF1	ZNF646
LEF1	ZNF446
LEF1	ZFYVE20
LEF1	ZNF668
LEF1	ZNF703
LEF1	SETDB2
LEF1	LHX4
LEF1	PRDM7
LEF1	ZNF280B
LEF1	GSX2
LEF1	ZC3H18
LEF1	ZNF558
LEF1	ZNF827
LEF1	PRDM10
LEF1	BACH1
LEF1	ZNF429
LEF1	ZNF780B
LEF1	ZSCAN23
LEF1	ZNF793
LEF1	ZNF772
LEF1	ZNF706
LEF1	BCLAF1
LEF1	ZNF219
LEF1	CD36
LEF1	NFATC4
LEF1	DEPDC5
LEF1	MITF
LEF1	TTF1
LEF1	IRF8
LEF1	INSM1
LEF1	PLXNB1
LEF1	SMARCC1
LEF1	TCF21
LEF1	TGIF1
LEF1	HAND1
LEF1	SMAD4
LEF1	PRRX1
LEF1	ZNF41
LEF1	ZNF81
LEF1	ZNF236
LEF1	ARNT2
LEF1	ZNF292
LEF1	ZNF385A
LEF1	HES2
LEF1	ZKSCAN4
LEF1	ZMAT3
LEF1	FMNL2
LEF1	ZNF491
LEF1	ZNF775
LEF1	ZC3H6
MSX1	SORBS2
MSX1	ZNF350
MSX1	ZNF420
MSX1	TUB
NR3C1	SHOX
NR3C1	ZNF599
NR3C1	ZNF436
NR3C1	ZSCAN5B
NR3C1	ZNF133
NR3C1	ELF3
NR3C1	HMBOX1
NR3C1	ZBED1
NR3C1	ZNF540
NR3C1	ZNF607
NR3C1	NKX3-2
NR3C1	ESR2
NR3C1	TCF4
NR3C1	SPIB
NR3C1	FOXP1
NR3C1	ZNF382
NR3C1	ETV4
NR3C1	RXRB
NR3C1	HMGA1
NR3C1	STAT5A
NR3C1	YY1
NR3C1	ZFP37
NR3C1	ZNF45
NR3C1	PPARG
NR3C1	HIST1H1D
NR3C1	TBX10
NR3C1	DUSP12
NR3C1	LARP7
NR3C1	ZNF521
NR3C1	ZNF571
NR3C1	ZNF532
NR3C1	ZBTB3
NR3C1	ZNF703
NR3C1	TOE1
NR3C1	ADAMTS19
NR3C1	BATF2
NR3C1	ZNF396
NR3C1	RFX6
NR3C1	ZNF827
NR3C1	MITF
NR3C1	ZNF260
NR3C1	ZNF772
NR3C1	TOX2
NR3C1	RAPGEF4
NR3C1	ZFP57
NR3C1	NR1H3
NR3C1	DEPDC5
NR3C1	KIAA1683
NR3C1	HOPX
NR3C1	ZC3H14
NR3C1	ZBTB20
NR3C1	ZNF701
NR3C1	FOXP2
NR3C1	ZNF555
NR3C1	NFIB
NR3C1	MBD1
NR3C1	IFI16
NR3C1	ZNF74
NR3C1	TRIM23
NR3C1	HOXB2
NR3C1	MGMT
NR3C1	CUL4B
NR3C1	GTF2F2
NR3C1	DLX5
NR3C1	PAX9
NR3C1	YEATS4
NR3C1	ZNF236
NR3C1	KIN
NR3C1	ZNF274
NR3C1	ZNF287
NR3C1	ZNF77
NR3C1	DMRT1
NR3C1	ZNF574
NR3C1	TIGD6
NR3C1	TCF7L1
NR3C1	ZNF486
NR3C1	ZNF431
NR3C1	ZNF570
NR3C1	ELF1
NR3C1	SNAI3
NR3C1	ZNF714
NR3C1	ZNF773
NR3C1	PAX6
NR3C1	ZCCHC11
NR3C1	AR
NR3C1	CREB5
NR3C1	TSC22D3
NR3C1	MINK1
NR3C1	ZNF404
NR3C1	ZNF550
NR3C1	ZNF596
NR3C1	ZNF391
NR3C1	MGA
NR3C1	FOXD4L5
NR3C1	BCL6
NR3C1	DACH2
NR3C1	SOX6
NR3C1	SETDB2
NR3C1	POU2F1
NR3C1	TGIF2
NR3C1	ZNF513
NR3C1	OTX2
NR3C1	NR6A1
NR3C1	RFX3
NR3C1	BPNT1
NR3C1	ALX1
NR3C1	ZNF223
NR3C1	KLF15
NR3C1	ST18
NR3C1	TOX4
NR3C1	ADNP
NR3C1	ZFP106
NR3C1	ZNF547
PRDM1	AR
PRDM1	WT1
PRDM1	HNF1B
PRDM1	NR0B1
PRDM1	GRM6
PRDM1	RARG
PRDM1	SMAD5
PRDM1	CD36
PRDM1	ZNF425
PRDM1	EBF3
PRDM1	ZNF761
PRDM1	ISX
PRDM1	ZNF121
PRDM1	CREB5
PRDM1	FOXP1
PRDM1	ARGFX
PRDM1	SP3
PRDM1	ZHX1
PRDM1	ARNTL
PRDM1	MYCL1
PRDM1	ZNF808
PRDM1	ZNF765
PRDM1	ZNF493
PRDM1	NFKB2
PRDM1	MIER1
PRDM1	ETV4
PRDM1	ZNF331
PRDM1	SP100
PRDM1	UNK
PRDM1	MGA
PRDM1	HIC1
PRDM1	ZNF506
PRDM1	ZNF219
PRDM1	PLXNA4
PRDM1	ZNF83
PRDM1	NFAT5
PRDM1	TP63
PRDM1	PAX6
PRDM1	PLXNB1
PRDM1	NR1H3
PRDM1	SMARCC2
PRDM1	THAP5
PRDM1	HMGB2
PRDM1	BCL6
PRDM1	NOTO
PRDM1	JDP2
PRDM1	HMBOX1
PRDM1	ZMAT4
PRDM1	NFE2
PRDM1	ZNF771
PRDM1	NFYC
PRDM1	MKRN1
PRDM1	NR2F2
PRDM1	ZNF566
PRDM1	ZSCAN18
PRDM1	TCF7L2
PRDM1	KLF8
PRDM1	RIOK2
PRDM1	ZNF583
PRDM1	ZNF611
PRDM1	ETV1
PRDM1	ZSCAN12
PRDM1	ZNF580
PRDM1	RAD51
PRDM1	ZBTB20
PRDM1	FLI1
PRDM1	DZIP1L
PRDM1	FOXO4
PRDM1	CAMTA2
PRDM1	RNF166
PRDM1	PPARD
PRDM1	ZNF701
PRDM1	ZNF668
PRDM1	FOXP2
PRDM1	NKRF
PRDM1	NCOA3
PRDM1	ZEB1
PRDM1	STAT6
PRDM1	ZNF408
PRDM1	SP110
PRDM1	ATF5
PRDM1	THAP3
PRDM1	CUL2
PRDM1	MBD1
PRDM1	RBAK
PRDM1	KLF9
PRDM1	E2F3
PRDM1	TCF4
PRDM1	ESRRG
PRDM1	ETS2
PRDM1	NKX3-1
PRDM1	E2F8
PRDM1	ZNF74
PRDM1	ZNF382
PRDM1	CDX2
PRDM1	MZF1
PRDM1	AEBP2
PRDM1	CHD1
PRDM1	MAX
PRDM1	FOXF2
PRDM1	FOXJ1
PRDM1	FOXO3
PRDM1	HIF1A
PRDM1	ATF4
PRDM1	RUNX1
PRDM1	ETV6
PRDM1	HOXB5
PRDM1	ID3
PRDM1	AFF3
PRDM1	MYC
PRDM1	SOX11
PRDM1	SRF
PRDM1	STAT5A
PRDM1	TUB
PRDM1	ZNF264
PRDM1	ZNF76
PRDM1	ZNF91
PRDM1	ZNF143
PRDM1	CUL5
PRDM1	EEA1
PRDM1	SMARCA5
PRDM1	COPS3
PRDM1	RGS11
PRDM1	MBD2
PRDM1	TSC22D3
PRDM1	KLF4
PRDM1	NFE2L3
PRDM1	RUNX2
PRDM1	DVL2
PRDM1	FOXA1
PRDM1	HOXB7
PRDM1	MTA2
PRDM1	CLOCK
PRDM1	PITX3
